CustomerID,Name,Age,Gender,Country,SignupDate,LastPurchase,Product
93,Gregory Atkinson,33,Female,USA,22/05/2021,14/11/2022,Home & Kitchen
94,Connor Hamilton,62,Male,Canada,10/10/2023,30/10/2024,Electronics
95,Taylor Miller,35,Female,Australia,21/02/2016,12/04/2023,Sports
96,Jennifer Gonzalez,64,Female,Canada,13/02/2017,09/09/2022,Sports
97,Christopher Alexander,70,Male,France,24/04/2016,15/11/2019,Beauty
98,Dylan Peterson,41,Female,UK,10/09/2023,07/08/2024,Books
99,Brendan Palmer,43,Other,Australia,09/09/2017,28/07/2023,Beauty
100,Maxwell Murray,42,Male,Brazil,10/07/2019,17/11/2022,Books
101,Jonathan Parker,62,Male,Canada,11/06/2023,16/07/2024,Books
102,Sean Flores,58,Female,Australia,21/07/2021,26/11/2023,Electronics
103,Kristine Rollins,46,Female,Australia,03/07/2017,23/05/2019,Electronics
104,Robert Wise,32,Male,Australia,27/05/2021,27/08/2021,Home & Kitchen
105,Melissa Mcdonald,62,Female,UK,28/11/2016,09/01/2019,Books
106,Angela Hammond,18,Female,Brazil,28/12/2016,17/03/2021,Sports
107,Carrie Boyd,42,Female,India,04/04/2020,06/12/2020,Clothing
108,Kara Cooper,24,Female,Germany,21/07/2023,11/08/2024,Home & Kitchen
109,Julia Werner,26,Female,Australia,12/10/2020,12/09/2021,Electronics
110,Jonathan Williams,41,Male,USA,24/12/2015,28/05/2024,Beauty
111,Jackson Maldonado,18,Male,India,21/03/2024,08/07/2024,Home & Kitchen
112,Karen Pearson,61,Female,France,09/07/2020,28/08/2023,Home & Kitchen
113,Michael Mendez,25,Female,UK,07/10/2023,04/02/2024,Home & Kitchen
114,Abigail Walker,41,Male,Canada,30/09/2019,29/08/2024,Home & Kitchen
115,Jennifer Lane,28,Female,UK,10/01/2021,20/10/2022,Clothing
116,Rebecca Allen,68,Female,Canada,09/06/2019,27/01/2023,Beauty
117,David Sanchez,34,Male,UK,08/06/2020,18/02/2023,Beauty
118,Luis Smith,25,Female,Canada,24/10/2024,28/10/2024,Beauty
119,Cameron Pena,52,Female,Australia,09/11/2022,22/09/2024,Books
120,John Calderon,52,Female,Germany,19/02/2018,26/05/2019,Sports
121,Candice Martinez,50,Female,Canada,11/01/2017,08/01/2022,Beauty
122,David Jackson,22,Male,Brazil,21/09/2020,08/01/2022,Home & Kitchen
123,Krystal Lara,59,Female,Canada,22/04/2021,08/06/2021,Home & Kitchen
124,Shawna Johns,56,Male,USA,15/05/2019,22/10/2021,Beauty
125,Mark Kim,58,Male,Canada,29/01/2021,28/03/2022,Beauty
126,John Thompson,45,Female,USA,30/01/2018,11/03/2019,Home & Kitchen
127,Ryan Holt,24,Male,France,23/12/2021,28/01/2022,Books
128,Susan Poole,26,Male,Australia,05/07/2017,26/12/2023,Electronics
129,Angel Stevens,25,Female,USA,01/09/2018,10/04/2019,Electronics
130,Ethan Black,29,Male,Germany,27/04/2019,31/03/2020,Beauty
131,Raymond Walker,51,Male,India,08/04/2018,25/07/2019,Clothing
132,Amanda Morgan,50,Female,Australia,04/03/2017,06/07/2022,Beauty
133,Scott Smith,65,Female,USA,08/11/2019,05/08/2022,Beauty
134,Michele House,40,Male,Australia,10/07/2023,23/12/2023,Electronics
135,Paula Singh,41,Female,Brazil,23/02/2023,21/06/2024,Home & Kitchen
136,Adrienne Santana,54,Female,Australia,08/05/2024,27/05/2024,Beauty
137,Mary Sanchez,52,Female,Australia,31/08/2024,14/09/2024,Home & Kitchen
138,Jennifer Flores,61,Female,France,20/02/2019,23/03/2024,Home & Kitchen
139,Christopher Greene,57,Other,Germany,28/12/2017,16/11/2024,Clothing
140,Frank Kent,39,Female,UK,11/04/2016,24/06/2016,Home & Kitchen
141,Sarah Smith,44,Female,UK,05/03/2023,24/01/2024,Electronics
142,Casey Hunt,52,Female,USA,23/06/2022,26/11/2023,Books
143,Michael Knapp,18,Male,Australia,10/04/2024,22/10/2024,Books
144,Jacob Shields,52,Male,USA,16/03/2021,26/09/2022,Sports
145,Ricardo Hubbard,54,Female,France,27/03/2022,05/12/2023,Beauty
146,Jessica Summers,64,Female,France,27/06/2023,12/08/2024,Electronics
147,Christopher Garcia,31,Female,Canada,15/03/2021,21/02/2023,Home & Kitchen
148,Douglas Johnson,20,Male,Brazil,26/06/2021,24/07/2024,Books
149,Ryan Howell,18,Female,France,12/09/2024,26/09/2024,Electronics
150,Heather Chavez,22,Male,Canada,13/10/2019,21/02/2021,Books
151,Mary Miller,43,Male,Germany,24/06/2017,21/07/2023,Home & Kitchen
152,Samuel Thomas,31,Female,USA,19/07/2023,02/08/2024,Books
153,William Aguirre,56,Female,India,22/10/2018,15/07/2024,Beauty
154,Tammy Rangel,44,Female,Germany,31/12/2015,20/03/2018,Beauty
155,Stephanie Lopez,26,Female,France,14/08/2020,26/08/2024,Sports
156,Lisa Leblanc,32,Male,Germany,29/07/2024,18/09/2024,Sports
157,Jason Gutierrez,32,Female,Germany,20/05/2023,06/10/2024,Books
158,Scott Williams,43,Male,Brazil,02/03/2020,25/04/2024,Electronics
159,Benjamin Garcia,59,Female,Brazil,13/06/2023,11/07/2023,Beauty
160,Tyler Jackson,30,Female,Brazil,04/02/2016,16/04/2020,Electronics
161,Carla Andrade,68,Female,Germany,15/08/2018,30/08/2024,Electronics
162,Amy Hawkins,49,Female,France,17/08/2017,24/08/2021,Books
163,Chelsea Petersen,56,Female,India,18/04/2024,07/09/2024,Electronics
164,Jeffrey Perez,66,Female,Australia,23/09/2021,05/04/2022,Beauty
165,Sabrina Miller,69,Male,Germany,10/06/2017,23/08/2017,Home & Kitchen
166,Karen Kim,49,Male,Canada,31/10/2020,13/12/2021,Sports
167,Katherine Jennings,21,Male,France,23/02/2021,02/08/2024,Home & Kitchen
168,Oscar Torres,47,Male,Germany,12/11/2022,27/09/2024,Electronics
169,Jennifer Andrews,54,Female,India,30/01/2022,19/07/2022,Home & Kitchen
170,Daniel Jones,40,Female,Australia,07/05/2017,17/11/2022,Beauty
171,Rebecca Pruitt,56,Male,Brazil,05/06/2022,02/09/2024,Beauty
172,Mary Gross,62,Male,France,20/07/2024,04/11/2024,Electronics
173,Kimberly Becker,32,Male,UK,20/09/2016,28/12/2021,Books
174,Stephanie Walters,60,Female,Australia,30/01/2018,12/01/2020,Home & Kitchen
175,Rachel Peterson,46,Female,Canada,27/04/2019,29/08/2022,Books
176,Mallory Branch,53,Male,Germany,22/11/2016,12/10/2022,Books
177,Richard Best,30,Female,India,10/06/2024,13/11/2024,Clothing
178,Raymond Roth,49,Female,UK,16/10/2018,24/01/2024,Electronics
179,Kristen Howard,,Male,India,04/07/2017,08/12/2019,Sports
180,Anthony Rodriguez,68,Female,UK,12/11/2018,27/08/2021,Beauty
181,Richard Parsons,39,Female,France,30/03/2020,25/11/2020,Beauty
182,Andrea Thomas,45,Male,UK,28/12/2020,20/07/2024,Electronics
183,Michele Conner,19,Male,Canada,09/07/2017,10/01/2020,Sports
184,Charles Green,59,Male,Canada,10/01/2020,10/05/2020,Beauty
185,Kenneth Nguyen,62,Male,USA,30/08/2017,08/12/2022,Electronics
186,Nichole Clayton,70,Female,Canada,25/07/2021,01/06/2023,Beauty
187,Mr. Donald Escobar PhD,23,Female,Australia,22/01/2019,25/01/2020,Books
188,Jesse Mitchell,45,Male,UK,09/05/2019,19/12/2022,Home & Kitchen
189,Diana Lewis,45,Male,Canada,29/12/2020,11/10/2022,Home & Kitchen
190,Carla Lewis,61,Male,France,09/12/2021,20/04/2022,Beauty
191,Richard Ryan,61,Male,India,26/01/2021,12/12/2023,Clothing
192,Edward James,37,Female,Brazil,10/06/2023,21/04/2024,Sports
193,Ann Oliver,47,Male,India,21/06/2017,27/10/2022,Sports
194,Howard Hernandez,28,Male,USA,02/03/2018,10/10/2023,Sports
195,James Patel,45,Male,India,16/03/2020,10/10/2021,Books
196,Mark Johnson,42,Female,UK,26/07/2020,27/07/2021,Sports
197,Frank Cervantes,56,Male,USA,14/06/2019,09/08/2022,Home & Kitchen
198,Vincent Macdonald,50,Female,UK,03/12/2023,19/08/2024,Books
199,Denise Hughes,18,Male,France,17/03/2021,29/10/2022,Electronics
200,Karen Ball,44,Female,USA,27/02/2016,20/03/2018,Sports
201,Corey Hogan,,Female,Germany,23/01/2018,19/05/2020,Sports
202,Ian Washington,30,Male,Australia,12/08/2017,28/03/2018,Electronics
203,Brooke Stevens,58,Male,Australia,04/06/2021,19/01/2023,Sports
204,Jennifer Padilla,20,Female,UK,11/10/2020,28/12/2021,Electronics
205,Andrea Steele,56,Female,India,18/07/2018,10/06/2021,Books
206,Mrs. Melissa Christensen,23,Male,Brazil,22/01/2024,16/02/2024,Home & Kitchen
207,Damon Nichols,25,Female,Brazil,04/02/2018,17/01/2024,Electronics
208,Kyle Robinson,44,Female,Germany,11/06/2018,01/09/2020,Clothing
209,John Davis,26,Female,USA,26/09/2017,05/03/2023,Electronics
210,Danielle Best,54,Male,Germany,19/07/2018,09/01/2023,Sports
211,Stacey Garza,50,Female,Germany,22/03/2016,04/10/2020,Books
212,Joseph Fox,68,Male,India,11/01/2016,03/11/2024,Beauty
213,Marissa Carter,59,Female,Brazil,11/08/2024,25/09/2024,Books
214,Yvette Smith,61,Male,USA,15/04/2024,30/10/2024,Beauty
215,Rhonda Parks,41,Male,France,11/01/2024,31/01/2024,Electronics
216,Ashlee Moody,32,Male,India,06/12/2018,07/07/2024,Home & Kitchen
217,Cody Dean,49,Female,Germany,07/12/2015,24/05/2024,Clothing
218,Laurie Alexander,49,Male,Germany,25/05/2023,10/10/2023,Books
219,Jasmine Buckley,41,Male,France,02/01/2020,29/09/2021,Sports
220,Joshua Collier,58,Male,Germany,09/01/2017,16/05/2021,Beauty
221,Maria Alexander,69,Female,Germany,07/03/2022,26/05/2022,Sports
222,Kara Washington,66,Other,Germany,03/07/2020,29/05/2023,Home & Kitchen
223,Terri Crosby,66,Male,Australia,19/05/2024,30/07/2024,Beauty
224,Jennifer Long,69,Female,India,15/08/2019,13/07/2022,Books
225,David Brown,29,Female,Canada,26/01/2020,09/12/2022,Electronics
226,Andrew Burke,56,Female,India,16/12/2017,26/01/2020,Sports
227,Jonathan Aguilar,19,Male,France,01/11/2023,04/10/2024,Home & Kitchen
228,Johnny Cole PhD,20,Male,Germany,26/08/2020,05/03/2024,Books
229,Francisco Moody,66,Male,India,15/04/2016,14/10/2020,Books
230,Tyler Wright,54,Male,Australia,15/03/2018,02/03/2024,Books
231,Kristen Harvey,66,Male,Brazil,02/02/2017,19/01/2018,Books
232,Christine Raymond,34,Female,France,16/05/2024,04/09/2024,Beauty
233,Kimberly Johnson,66,Male,UK,28/11/2016,23/05/2017,Books
234,Kathleen Potts,19,Male,India,12/03/2024,03/08/2024,Sports
235,Ashley Martin DDS,19,Female,UK,27/07/2024,20/09/2024,Home & Kitchen
236,Kimberly Stewart,45,Male,Germany,01/07/2020,01/02/2024,Beauty
237,Amy Robinson,40,Female,Australia,22/10/2023,08/06/2024,Books
238,Joy Russo,54,Female,Australia,28/10/2024,05/11/2024,Clothing
239,John Robertson,49,Male,India,24/10/2019,09/12/2020,Clothing
240,Stephen Barnes II,50,Female,France,24/01/2023,30/08/2024,Home & Kitchen
241,Brianna Stephens,18,Female,France,08/02/2017,27/04/2019,Electronics
242,Michelle Mathis,36,Female,Australia,28/03/2017,05/02/2024,Electronics
243,Miss Emily Hendricks,19,Female,France,18/12/2017,10/03/2024,Beauty
244,Kyle Stone,70,Female,Australia,15/04/2024,02/09/2024,Beauty
245,Eric Cox,61,Female,India,03/10/2022,14/05/2023,Beauty
246,Kim Huff,43,Male,Canada,05/12/2019,06/12/2023,Electronics
247,William Brown,49,Male,Australia,25/06/2023,28/12/2023,Clothing
248,Sean Ward,23,Male,UK,13/10/2022,21/02/2024,Electronics
249,Paula Jones,49,Female,France,13/09/2019,18/09/2022,Sports
250,Stacy Harris,21,Male,Australia,15/12/2016,28/07/2020,Books
251,Peter Parsons,28,Female,Australia,05/08/2016,06/01/2022,Beauty
252,Julia Moore,34,Female,India,22/10/2019,03/10/2021,Clothing
253,Marissa Garrison,55,Female,France,12/08/2022,25/08/2022,Home & Kitchen
254,Lindsey Stephens,41,Other,Canada,12/07/2022,14/07/2022,Home & Kitchen
255,Benjamin Rojas,22,Female,India,22/10/2017,17/04/2023,Books
256,Ashley Gray,69,Female,Canada,26/05/2021,15/01/2023,Clothing
257,Tonya Anderson,51,Male,Brazil,18/12/2017,01/10/2020,Electronics
258,Dawn Lester,,Female,India,24/10/2020,10/03/2021,Electronics
259,Riley Rodriguez,39,Male,France,11/12/2021,03/07/2024,Sports
260,Brittany Day,28,Male,USA,27/03/2016,28/03/2021,Sports
261,Kevin Rhodes,65,Female,France,24/06/2017,23/01/2021,Electronics
262,Debra Caldwell,33,Female,France,30/08/2022,23/11/2023,Home & Kitchen
263,Stephen Allen,50,Male,Canada,20/05/2022,24/02/2023,Beauty
264,Erik Robinson,26,Female,Canada,02/12/2022,28/08/2023,Home & Kitchen
265,Jonathan Foster,23,Female,France,08/09/2023,06/07/2024,Sports
266,Ms. Tanya Ross,33,Female,France,21/08/2021,31/10/2021,Books
267,Erika Quinn,46,Female,France,19/12/2021,27/11/2023,Electronics
268,Michael Hicks,20,Female,Canada,09/12/2021,02/03/2022,Sports
269,Ashley Rodriguez,37,Other,France,23/12/2016,03/04/2024,Sports
270,Kathy Mooney,53,Female,France,31/05/2018,11/11/2020,Beauty
271,Stephanie Acosta,36,Female,Brazil,24/11/2016,13/02/2022,Electronics
272,Mark Mclaughlin,43,Other,Germany,01/01/2017,27/06/2024,Beauty
273,Erin Wagner,20,Female,USA,29/06/2024,29/10/2024,Electronics
274,Angela Garrett,36,Male,UK,14/06/2017,28/01/2021,Beauty
275,Pamela Brown,37,Male,USA,01/09/2021,21/07/2023,Home & Kitchen
276,Mr. Scott Murphy,49,Male,Germany,04/02/2023,15/11/2023,Books
277,Joshua Cruz,24,Male,UK,14/08/2023,06/09/2023,Books
278,Catherine Jackson,69,Female,India,21/12/2018,17/01/2022,Electronics
279,Tracy Allen,58,Female,France,04/06/2020,14/09/2020,Clothing
280,Martin Jacobson,50,Female,Germany,04/09/2021,05/12/2022,Sports
281,Michelle Hopkins,57,Male,Brazil,05/08/2020,01/05/2023,Sports
282,Arthur Salas,56,Female,India,02/11/2021,25/05/2024,Electronics
283,Jeffery Alvarez,35,Female,France,10/09/2024,14/11/2024,Beauty
284,Jennifer Ramos,57,Female,Canada,01/12/2019,30/09/2023,Clothing
285,Dana Wang,18,Female,Australia,02/06/2016,04/07/2021,Home & Kitchen
286,Teresa Lang,,Female,Germany,16/12/2016,29/11/2020,Beauty
287,Clayton Peterson,45,Male,Canada,12/03/2018,06/07/2021,Beauty
288,Cody Spears,42,Female,Germany,04/04/2022,16/07/2024,Electronics
289,Edward Austin,67,Male,Brazil,25/08/2019,26/12/2021,Electronics
290,George Alexander,40,Male,Germany,07/09/2023,20/10/2024,Sports
291,George Oneal,48,Female,Canada,01/07/2020,22/07/2024,Electronics
292,Brenda Hensley,47,Male,Brazil,10/10/2023,18/09/2024,Electronics
293,Jamie Roberts,59,Female,UK,16/03/2023,21/01/2024,Electronics
294,Gail Jenkins,52,Male,USA,26/12/2018,16/03/2020,Sports
295,Pamela Thomas,24,Female,France,08/10/2016,30/11/2021,Home & Kitchen
296,Diana Brock,33,Male,Germany,30/05/2016,28/12/2018,Home & Kitchen
297,Jillian Trevino,43,Other,France,25/07/2024,04/09/2024,Electronics
298,Mrs. Stephanie Shah,65,Female,Australia,14/08/2024,02/11/2024,Sports
299,Samantha Lawrence,69,Male,Canada,31/05/2022,05/05/2023,Home & Kitchen
300,Jennifer Norton,66,Female,France,15/04/2022,24/04/2023,Beauty
301,Tyler Thomas,19,Other,Canada,22/05/2023,15/08/2024,Home & Kitchen
302,Kimberly Brown,18,Male,France,14/04/2023,15/10/2024,Home & Kitchen
303,James Hess,65,Male,USA,17/12/2016,28/06/2022,Sports
304,Wesley Hughes,29,Female,USA,03/10/2023,10/08/2024,Beauty
305,David Shelton,22,Female,Brazil,06/12/2023,19/09/2024,Sports
306,Patrick Smith,54,Female,USA,25/08/2022,07/11/2023,Electronics
307,William Mejia,49,Female,Brazil,13/06/2022,14/09/2023,Books
308,Pam Brown,26,Male,USA,05/08/2022,30/01/2023,Home & Kitchen
309,Melissa Ferguson,58,Male,USA,04/06/2022,18/09/2022,Books
310,Timothy Martin,52,Female,USA,11/09/2024,03/11/2024,Sports
311,Xavier Holmes,36,Male,Canada,09/01/2019,23/12/2019,Sports
312,David Ross,65,Male,Germany,26/05/2017,04/11/2019,Sports
313,Dr. Andrew Ford,33,Female,Brazil,25/05/2016,01/01/2024,Books
314,Brenda Griffin,20,Female,France,19/07/2020,08/10/2021,Sports
315,Amy Glass,37,Female,USA,20/08/2023,17/10/2023,Electronics
316,James Reyes,41,Female,Canada,05/08/2024,14/09/2024,Sports
317,Sarah Richards,50,Female,Canada,30/05/2016,23/08/2017,Clothing
318,Stephanie Turner,41,Female,Canada,11/06/2016,02/05/2018,Books
319,Philip Marquez,69,Female,Brazil,15/09/2021,13/04/2022,Clothing
320,Carol Tran,28,Male,Germany,17/12/2020,05/02/2022,Sports
321,Timothy Hernandez,66,Male,Brazil,20/10/2022,04/11/2023,Electronics
322,Lisa Booker,25,Female,France,05/02/2018,13/08/2023,Home & Kitchen
323,Brittany Rodriguez,53,Female,Germany,02/01/2023,11/01/2024,Beauty
324,Charles Maxwell,55,Male,UK,16/06/2016,12/07/2023,Beauty
325,Jessica Rivera,57,Male,India,30/04/2020,06/09/2024,Sports
326,Wendy Richards,37,Male,Canada,08/10/2023,11/12/2023,Electronics
327,Joseph Benjamin,52,Male,Brazil,08/08/2021,21/06/2024,Books
328,Danielle Williams,65,Female,UK,26/01/2018,12/09/2018,Clothing
329,Amber West,42,Male,Australia,18/08/2024,07/09/2024,Clothing
330,Kathryn Walker,52,Female,Brazil,27/05/2017,28/09/2022,Clothing
331,Bryce Newton,42,Female,USA,16/02/2020,10/09/2021,Books
332,Christopher Wilson,46,Female,India,15/03/2022,29/12/2023,Beauty
333,Elijah Barker,35,Female,,06/11/2022,12/04/2024,Electronics
334,Erica Everett,63,Male,,26/09/2022,22/06/2023,Books
335,Russell Stokes,35,Female,India,05/05/2021,11/04/2022,Clothing
336,Kristie Watson,19,Male,Brazil,25/01/2022,27/06/2023,Sports
337,Richard Harris,52,Male,France,26/09/2017,14/06/2018,Home & Kitchen
338,Jenny Williams,33,Female,UK,04/02/2018,14/01/2021,Books
339,Diana Hinton,58,Male,France,06/01/2019,30/03/2019,Books
340,Lauren Davis,53,Male,Brazil,07/01/2017,06/03/2019,Electronics
341,Julie Knight,50,Female,Germany,18/02/2017,17/05/2024,Electronics
342,Kenneth Castillo,21,Male,USA,31/08/2018,10/09/2020,Books
343,Trevor Brown,50,Female,India,07/11/2021,17/12/2022,Clothing
344,Kristine Johnson,31,Male,France,04/06/2021,11/09/2022,Home & Kitchen
345,James Martin,38,Female,Brazil,01/11/2018,22/02/2024,Electronics
346,Suzanne Gonzalez,65,Female,France,13/04/2020,07/04/2022,Clothing
347,Wendy Mueller,37,Female,Brazil,23/08/2023,23/04/2024,Sports
348,Richard Jensen,25,Female,USA,02/09/2017,12/04/2019,Electronics
349,Noah Berry,24,Male,India,29/10/2018,10/12/2022,Clothing
350,Alexis Hartman,20,Female,UK,20/02/2018,02/12/2023,Clothing
351,Melissa Zhang,34,Male,,29/07/2017,04/11/2018,Home & Kitchen
352,Paul Parker,50,Female,France,04/01/2020,20/10/2024,Home & Kitchen
353,Donald Phillips,65,Male,UK,06/04/2019,01/03/2023,Sports
354,Joshua Watts,29,Female,Brazil,04/05/2019,30/01/2021,Clothing
355,Taylor Barrera,68,Male,UK,05/10/2024,22/10/2024,Beauty
356,Jamie Wright,39,Female,Brazil,19/06/2020,13/08/2022,Clothing
357,Joseph Blackwell,,Female,USA,05/06/2016,05/11/2018,Home & Kitchen
358,Samantha Lewis,63,Female,France,15/10/2017,27/12/2023,Beauty
359,Kelly Silva,47,Male,Germany,13/11/2018,28/10/2021,Electronics
360,Sarah Bradley,55,Female,France,08/07/2018,03/12/2021,Electronics
361,Vincent Davis,55,Male,Brazil,26/06/2019,12/05/2021,Books
362,Alexander Poole,62,Male,Canada,31/03/2016,24/05/2021,Home & Kitchen
363,Jason Martinez,68,Male,India,12/02/2023,02/07/2024,Books
364,David Johnson,25,Male,Australia,24/08/2020,05/07/2023,Beauty
365,Denise Mccormick,44,Female,Germany,02/07/2021,04/07/2024,Home & Kitchen
366,Loretta Wiley,44,Female,UK,03/10/2016,03/10/2017,Sports
367,Andrew George,51,Male,Germany,26/05/2023,05/11/2023,Clothing
